node_id,lat,lon
1333763007,16.0937515,108.2328193
1333763009,16.0834871,108.2452512
1333763012,16.069425,108.2431196
1333763015,16.0923178,108.2337428
1333763016,16.0875198,108.2390303
1333763019,16.0520062,108.2410116
1333763021,16.0760361,108.2435412
1333763022,16.0922965,108.2369311
1333763024,16.0522316,108.2404204
1333763025,16.0846858,108.2461374
1333763027,16.0488077,108.2383246
1333763028,16.0682771,108.2417637
1333763029,16.1036186,108.2605458
1333763030,16.0667505,108.2417712
1333763031,16.1046815,108.2606404
1333763032,16.0907326,108.2481678
1333763033,16.0880679,108.2395561
1333763034,16.0931073,108.2313408
1333763035,16.1055748,108.2566771
1333763038,16.0676825,108.241292
1333763040,16.0475714,108.2408626
1333763042,16.0908543,108.2420178
1333763043,16.1015146,108.247567
1333763044,16.0901665,108.2499113
1333763045,16.0866598,108.2452215
1333763047,16.0610788,108.2417894
1333763050,16.0469543,108.2426301
1333763051,16.0874821,108.2448901
1333763053,16.1029134,108.2633981
1333763054,16.085345,108.2423496
1333763055,16.0880263,108.2438733
1333763056,16.087231,108.243517
1333763059,16.10771,108.2616643
1333763064,16.1028362,108.2598289
1333763070,16.0888727,108.2450326
1333763072,16.0893718,108.2450992
1333763074,16.0615693,108.2372436
1333763077,16.0682996,108.2421793
1333763091,16.0653302,108.2452528
1333763094,16.0914753,108.2460449
1333763096,16.0601929,108.2330661
1333763108,16.0484714,108.2406022
